Ticker,Sector,Industry,YFQuoteType
SBUX.SW,Not Found,Not Found,EQUITY
CJNK,Not Found,Not Found,ETF
MSACX,Not Found,Not Found,MUTUALFUND
MGEMX,Not Found,Not Found,MUTUALFUND
WSTMX,Not Found,Not Found,MUTUALFUND
NGIPX,Not Found,Not Found,MUTUALFUND
CTRX,Not Found,Not Found,MUTUALFUND
VMIIX,Not Found,Not Found,MUTUALFUND
UPL,Not Found,Not Found,NONE
VSMIX,Not Found,Not Found,MUTUALFUND
VADDX,Not Found,Not Found,MUTUALFUND
ACSDX,Not Found,Not Found,MUTUALFUND
KRFT,Not Found,Not Found,MUTUALFUND
ALTR,Technology,Software - Infrastructure,EQUITY
TEG,Not Found,Not Found,MUTUALFUND
CVG,Not Found,Not Found,MUTUALFUND
ATML,Not Found,Not Found,MUTUALFUND
FXC,Not Found,Not Found,ETF
FXB,Not Found,Not Found,ETF
CTFS PARTN,Not Found,Not Found,Not Found
ACT,Financial Services,Insurance - Specialty,EQUITY
CY,Not Found,Not Found,NONE
LO,Not Found,Not Found,MUTUALFUND
DPG,Financial Services,Asset Management,EQUITY
BUNT.RP,Not Found,Not Found,Not Found
SATS,Technology,Communication Equipment,EQUITY
MUR,Energy,Oil & Gas E&P,EQUITY
DATA,Not Found,Not Found,NONE
HPY,Not Found,Not Found,MUTUALFUND
JOY,Not Found,Not Found,MUTUALFUND
DO,Energy,Oil & Gas Drilling,EQUITY
AKRX,Not Found,Not Found,NONE
GBTZY,Not Found,Not Found,NONE
CRZO,Not Found,Not Found,NONE
ISIS,Not Found,Not Found,MUTUALFUND
INFN,Technology,Communication Equipment,EQUITY
NTCT,Technology,Software - Infrastructure,EQUITY
MNTA,Not Found,Not Found,NONE
WX,Not Found,Not Found,MUTUALFUND
IWP,Not Found,Not Found,ETF
KORS,Not Found,Not Found,MUTUALFUND
DDS,Consumer Cyclical,Department Stores,EQUITY
CFFN,Financial Services,Banks - Regional,EQUITY
BRGYY,Not Found,Not Found,MUTUALFUND
RCPT,Not Found,Not Found,MUTUALFUND
GMT,Not Found,Not Found,MUTUALFUND
CLI,Not Found,Not Found,NONE
AMAG,Not Found,Not Found,NONE
INFA,Technology,Software - Infrastructure,EQUITY
IACI,Not Found,Not Found,MUTUALFUND
YY,Communication Services,Internet Content & Information,EQUITY
ATI,Industrials,Metal Fabrication,EQUITY
CSTM,Basic Materials,Aluminum,EQUITY
BITA,Not Found,Not Found,NONE
ADVS,Not Found,Not Found,MUTUALFUND
CAW,Not Found,Not Found,NONE
DNR,Not Found,Not Found,NONE
SGMA,Technology,Electronic Components,EQUITY
DAKT,Technology,Electronic Components,EQUITY
MMSI,Healthcare,Medical Instruments & Supplies,EQUITY
MPX,Consumer Cyclical,Recreational Vehicles,EQUITY
GIFI,Industrials,Metal Fabrication,EQUITY
ROVI,Not Found,Not Found,MUTUALFUND
PNRA,Not Found,Not Found,MUTUALFUND
GVP,Technology,Software - Application,EQUITY
GCAP,Not Found,Not Found,NONE
AFG,Financial Services,Insurance - Property & Casualty,EQUITY
SXE,Not Found,Not Found,NONE
ZMLP,Not Found,Not Found,ETF
SNR,Not Found,Not Found,NONE
AOZOF,Financial Services,Banks - Regional,EQUITY
PMFG,Not Found,Not Found,MUTUALFUND
AMSYF,Basic Materials,Steel,EQUITY
UNT,Not Found,Not Found,NONE
^RGP,Not Found,Not Found,INDEX
RGP,Industrials,Consulting Services,EQUITY
IGT,Consumer Cyclical,Gambling,EQUITY
TBVPF,Consumer Defensive,Beverages - Wineries & Distilleries,EQUITY
CUAEF,Energy,Thermal Coal,EQUITY
FOEAF,Not Found,Not Found,NONE
CYT,Healthcare,Biotechnology,EQUITY
IPKW,Not Found,Not Found,ETF
INDA,Not Found,Not Found,ETF
RALS,Not Found,Not Found,ETF
FOE,Not Found,Not Found,NONE
EWW,Not Found,Not Found,ETF
B0T4J94,Not Found,Not Found,Not Found
FR,Real Estate,REIT - Industrial,EQUITY
OPY,Financial Services,Capital Markets,EQUITY
JMG,Not Found,Not Found,MUTUALFUND
NXTM,Not Found,Not Found,NONE
SPB,Consumer Defensive,Household & Personal Products,EQUITY
RYL,Not Found,Not Found,MUTUALFUND
BN7Q3G8,Not Found,Not Found,Not Found
BLT,Not Found,Not Found,MUTUALFUND
WGL,Not Found,Not Found,MUTUALFUND
MRD,Not Found,Not Found,MUTUALFUND
FEIC,Not Found,Not Found,MUTUALFUND
VMI,Industrials,Conglomerates,EQUITY
XL,Not Found,Not Found,NONE
ZU,Not Found,Not Found,EQUITY
PRPFX,Not Found,Not Found,MUTUALFUND
XLS.WI,Not Found,Not Found,Not Found
CCLP,Energy,Oil & Gas Equipment & Services,EQUITY
PETM,Not Found,Not Found,MUTUALFUND
ERII,Industrials,Pollution & Treatment Controls,EQUITY
TRS,Consumer Cyclical,Packaging & Containers,EQUITY
BSV,Not Found,Not Found,ETF
APL,Not Found,Not Found,MUTUALFUND
INRD,Technology,Electronic Components,EQUITY
XLU,Not Found,Not Found,ETF
SMEZ,Not Found,Not Found,ETF
QAI,Not Found,Not Found,ETF
AGG,Not Found,Not Found,ETF
ABCO,Not Found,Not Found,MUTUALFUND
PLKI,Not Found,Not Found,MUTUALFUND
EVR,Financial Services,Capital Markets,EQUITY
EPAY,Not Found,Not Found,NONE
IPCM,Not Found,Not Found,MUTUALFUND
SGY,Not Found,Not Found,MUTUALFUND
MDCA,Not Found,Not Found,NONE
LOCK,Not Found,Not Found,MUTUALFUND
CMN,Not Found,Not Found,MUTUALFUND
SQI,Not Found,Not Found,MUTUALFUND
PLT,Not Found,Not Found,NONE
HUBG,Industrials,Integrated Freight & Logistics,EQUITY
BMR,Technology,Software - Application,EQUITY
MFRM,Not Found,Not Found,MUTUALFUND
FMBI,Not Found,Not Found,NONE
THS,Consumer Defensive,Packaged Foods,EQUITY
HF,Not Found,Not Found,ETF
RRTS,Industrials,Trucking,EQUITY
ATRO,Industrials,Aerospace & Defense,EQUITY
AMSG,Not Found,Not Found,MUTUALFUND
TNGO,Not Found,Not Found,MUTUALFUND
PBH,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
KWR,Basic Materials,Specialty Chemicals,EQUITY
SWI,Technology,Software - Infrastructure,EQUITY
TUMI,Not Found,Not Found,MUTUALFUND
CYBX,Not Found,Not Found,MUTUALFUND
ICON,Not Found,Not Found,NONE
MG,Industrials,Security & Protection Services,EQUITY
TYPE,Not Found,Not Found,NONE
THRM,Consumer Cyclical,Auto Parts,EQUITY
AAON,Industrials,Building Products & Equipment,EQUITY
DFRG,Not Found,Not Found,NONE
VSI,Not Found,Not Found,NONE
SMTC,Technology,Semiconductors,EQUITY
CTCT,Not Found,Not Found,MUTUALFUND
SIGI,Financial Services,Insurance - Property & Casualty,EQUITY
CHEF,Consumer Defensive,Food Distribution,EQUITY
CMRE,Industrials,Marine Shipping,EQUITY
SVM,Basic Materials,Silver,EQUITY
ACMP,Not Found,Not Found,MUTUALFUND
PBI,Industrials,Integrated Freight & Logistics,EQUITY
APAGF,Not Found,Not Found,MUTUALFUND
DTV,Not Found,Not Found,NONE
EEI,Not Found,Not Found,NONE
PTNR,Not Found,Not Found,NONE
CIOXY,Technology,Software - Infrastructure,EQUITY
COV,Not Found,Not Found,MUTUALFUND
BMBLY,Not Found,Not Found,Not Found
FOSL,Consumer Cyclical,Luxury Goods,EQUITY
RUK,Not Found,Not Found,MUTUALFUND
SNPHY,Healthcare,Drug Manufacturers - General,EQUITY
CFRUY,Consumer Cyclical,Luxury Goods,EQUITY
OII,Energy,Oil & Gas Equipment & Services,EQUITY
CTTAY,Consumer Cyclical,Auto Parts,EQUITY
CVE,Energy,Oil & Gas Integrated,EQUITY
CJREF,Communication Services,Entertainment,EQUITY
SBMRY,Not Found,Not Found,MUTUALFUND
DVY,Not Found,Not Found,ETF
SDLP,Not Found,Not Found,NONE
ATU,Not Found,Not Found,NONE
VVC,Not Found,Not Found,MUTUALFUND
NOG,Energy,Oil & Gas E&P,EQUITY
AKCPF,Not Found,Not Found,NONE
KLXI,Not Found,Not Found,MUTUALFUND
VLKPY,Not Found,Not Found,MUTUALFUND
URIRP,Not Found,Not Found,MUTUALFUND
BEAV,Not Found,Not Found,MUTUALFUND
DRAD,Not Found,Not Found,NONE
FCNCB,Financial Services,Banks - Regional,EQUITY
VPFG,Not Found,Not Found,MUTUALFUND
B,Industrials,Specialty Industrial Machinery,EQUITY
HOSPIC,Not Found,Not Found,Not Found
TDA,Not Found,Not Found,Not Found
TOLLX,Not Found,Not Found,MUTUALFUND
CPN,Not Found,Not Found,MUTUALFUND
VGRAX,Not Found,Not Found,MUTUALFUND
LNCO,Not Found,Not Found,MUTUALFUND
LINE,Not Found,Not Found,MUTUALFUND
ACEIX,Not Found,Not Found,MUTUALFUND
WASCX,Not Found,Not Found,MUTUALFUND
MDDVX,Not Found,Not Found,MUTUALFUND
FLRN,Not Found,Not Found,ETF
SDRL,Energy,Oil & Gas Drilling,EQUITY
SCHE,Not Found,Not Found,ETF
ETG,Financial Services,Asset Management,EQUITY
HTD,Financial Services,Asset Management,EQUITY
BTF,Not Found,Not Found,ETF
HGH,Not Found,Not Found,NONE
BYI,Not Found,Not Found,MUTUALFUND
OLN,Basic Materials,Specialty Chemicals,EQUITY
CIR,Not Found,Not Found,Not Found
CEA,Not Found,Not Found,NONE
RYN,Real Estate,REIT - Specialty,EQUITY
MFCDX,Not Found,Not Found,MUTUALFUND
TMH,Not Found,Not Found,MUTUALFUND
CBI,Not Found,Not Found,MUTUALFUND
SYMC,Not Found,Not Found,NONE
ONVO,Healthcare,Biotechnology,EQUITY
DBA,Not Found,Not Found,ETF
ELX,Not Found,Not Found,MUTUALFUND
ENTR,Not Found,Not Found,ETF
BCOR,Not Found,Not Found,NONE
SFLY,Not Found,Not Found,NONE
ARCP,Not Found,Not Found,MUTUALFUND
COF.PP,Not Found,Not Found,Not Found
LYSFF,Consumer Defensive,Packaged Foods,EQUITY
IRDM,Communication Services,Telecom Services,EQUITY
NES,Not Found,Not Found,NONE
GARPF,Consumer Defensive,Farm Products,EQUITY
FOJCF,Utilities,Utilities - Renewable,EQUITY
MTW,Industrials,Farm & Heavy Construction Machinery,EQUITY
VIXY,Not Found,Not Found,ETF
ASBRF,Consumer Defensive,Beverages - Brewers,EQUITY
MEMP,Not Found,Not Found,MUTUALFUND
6320058,Not Found,Not Found,Not Found
PNNT,Financial Services,Asset Management,EQUITY
CDA,Not Found,Not Found,MUTUALFUND
SCZ,Not Found,Not Found,ETF
INF,Not Found,Not Found,NONE
USB.PN,Not Found,Not Found,Not Found
LNXW,Not Found,Not Found,MUTUALFUND
HBAYF,Not Found,Not Found,NONE
BNEFF,Energy,Oil & Gas E&P,EQUITY
AVA,Utilities,Utilities - Diversified,EQUITY
FUR,Not Found,Not Found,MUTUALFUND
SPGYF,Energy,Oil & Gas E&P,EQUITY
UFI,Consumer Cyclical,Textile Manufacturing,EQUITY
GSJK,Not Found,Not Found,MUTUALFUND
EPP,Not Found,Not Found,ETF
ILF,Not Found,Not Found,ETF
VTTI,Not Found,Not Found,MUTUALFUND
HYT,Financial Services,Asset Management,EQUITY
RYAM,Basic Materials,Chemicals,EQUITY
WLP,Not Found,Not Found,MUTUALFUND
ATMP,Not Found,Not Found,ETF
OSRN DE,Not Found,Not Found,Not Found
LGP,Not Found,Not Found,MUTUALFUND
SEM,Healthcare,Medical Care Facilities,EQUITY
FDO,Not Found,Not Found,MUTUALFUND
RIGP,Not Found,Not Found,MUTUALFUND
BPAQF,Energy,Oil & Gas Integrated,EQUITY
BTE,Energy,Oil & Gas E&P,EQUITY
HUB.B,Not Found,Not Found,MUTUALFUND
HCC,Basic Materials,Coking Coal,EQUITY
PL,Industrials,Aerospace & Defense,EQUITY
PGH,Not Found,Not Found,MUTUALFUND
MLPRX,Not Found,Not Found,MUTUALFUND
BWX,Not Found,Not Found,ETF
MDP,Not Found,Not Found,Not Found
PHB,Not Found,Not Found,ETF
CFX,Not Found,Not Found,NONE
IDU,Not Found,Not Found,ETF
TKR,Industrials,Tools & Accessories,EQUITY
TMST,Basic Materials,Steel,EQUITY
NTI,Not Found,Not Found,MUTUALFUND
QRE,Not Found,Not Found,MUTUALFUND
PWE,Not Found,Not Found,MUTUALFUND
RCS,Financial Services,Asset Management,EQUITY
YRAIF,Basic Materials,Agricultural Inputs,EQUITY
RNDY,Not Found,Not Found,MUTUALFUND
AIT,Industrials,Industrial Distribution,EQUITY
LMGEX,Not Found,Not Found,MUTUALFUND
JOSB,Not Found,Not Found,MUTUALFUND
ROC,Not Found,Not Found,Not Found
PRE,Healthcare,Diagnostics & Research,EQUITY
CMO,Not Found,Not Found,NONE
DOM,Not Found,Not Found,MUTUALFUND
CCCGY,Not Found,Not Found,NONE
DNFGY,Consumer Cyclical,Auto Manufacturers,EQUITY
TCK,Not Found,Not Found,MUTUALFUND
CAOVY,Real Estate,Real Estate - Development,EQUITY
KMR,Not Found,Not Found,MUTUALFUND
DBP,Not Found,Not Found,ETF
GNW,Financial Services,Insurance - Life,EQUITY
IDCBY,Financial Services,Banks - Diversified,EQUITY
PEGFF,Not Found,Not Found,MUTUALFUND
GNC,Not Found,Not Found,NONE
TAL,Consumer Defensive,Education & Training Services,EQUITY
CPE$A,Not Found,Not Found,Not Found
NRP,Energy,Thermal Coal,EQUITY
PPR,Not Found,Not Found,NONE
GIMO,Not Found,Not Found,MUTUALFUND
KMP,Not Found,Not Found,MUTUALFUND
QEP,Not Found,Not Found,NONE
TRW,Not Found,Not Found,MUTUALFUND
APOL,Not Found,Not Found,MUTUALFUND
CAM,Not Found,Not Found,MUTUALFUND
MHFI,Not Found,Not Found,MUTUALFUND
VR,Not Found,Not Found,ETF
CFN,Not Found,Not Found,MUTUALFUND
RRD,Not Found,Not Found,NONE
ONNN,Not Found,Not Found,MUTUALFUND
RKT,Financial Services,Mortgage Finance,EQUITY
WNR,Not Found,Not Found,MUTUALFUND
SJR,Not Found,Not Found,NONE
PHI,Communication Services,Telecom Services,EQUITY
BRCD,Not Found,Not Found,MUTUALFUND
STO,Not Found,Not Found,MUTUALFUND
ZMH,Not Found,Not Found,MUTUALFUND
EGN,Not Found,Not Found,MUTUALFUND
BC,Consumer Cyclical,Recreational Vehicles,EQUITY
TSO,Not Found,Not Found,MUTUALFUND
ECIFY,Not Found,Not Found,NONE
WR,Not Found,Not Found,MUTUALFUND
NMFC,Financial Services,Asset Management,EQUITY
SWAY,Not Found,Not Found,NONE
B5NC0D0,Not Found,Not Found,Not Found
CPSI,Healthcare,Health Information Services,EQUITY
CHCO,Financial Services,Banks - Regional,EQUITY
CTBI,Financial Services,Banks - Regional,EQUITY
YHOO,Not Found,Not Found,Not Found
LDR,Not Found,Not Found,MUTUALFUND
CYS,Not Found,Not Found,MUTUALFUND
FLY,Not Found,Not Found,NONE
HTS,Not Found,Not Found,MUTUALFUND
FFBC,Financial Services,Banks - Regional,EQUITY
MWO,Not Found,Not Found,MUTUALFUND
ROSE,Not Found,Not Found,Not Found
LGCY,Not Found,Not Found,EQUITY
EVEP,Not Found,Not Found,MUTUALFUND
SUSQ,Not Found,Not Found,MUTUALFUND
FSFR,Not Found,Not Found,MUTUALFUND
MTAGF,Consumer Cyclical,Specialty Retail,EQUITY
VODPD,Not Found,Not Found,EQUITY
AZNCF,Healthcare,Drug Manufacturers - General,EQUITY
AOZOY,Financial Services,Banks - Regional,EQUITY
JPJQL,Not Found,Not Found,Not Found
AETUF,Energy,Oil & Gas E&P,EQUITY
NMM,Industrials,Marine Shipping,EQUITY
WAG,Not Found,Not Found,MUTUALFUND
3%,Not Found,Not Found,Not Found
SUSP,Not Found,Not Found,MUTUALFUND
RIG,Energy,Oil & Gas Drilling,EQUITY
EC,Energy,Oil & Gas Integrated,EQUITY
EEP,Not Found,Not Found,MUTUALFUND
EEQ,Not Found,Not Found,MUTUALFUND
MOG.A,Not Found,Not Found,EQUITY
BBRY,Not Found,Not Found,MUTUALFUND
BFK,Financial Services,Asset Management,EQUITY
CBA,Not Found,Not Found,MUTUALFUND
CEN,Not Found,Not Found,Not Found
MIE,Not Found,Not Found,NONE
JMF,Not Found,Not Found,NONE
NML,Financial Services,Asset Management,EQUITY
ARP,Not Found,Not Found,ETF
OTTR,Utilities,Utilities - Diversified,EQUITY
PCL,Not Found,Not Found,MUTUALFUND
MRH,Not Found,Not Found,MUTUALFUND
CPHD,Not Found,Not Found,MUTUALFUND
CTY,Not Found,Not Found,Not Found
VODPF,Communication Services,Telecom Services,EQUITY
FCN,Industrials,Consulting Services,EQUITY
CUB,Not Found,Not Found,NONE
MTZ,Industrials,Engineering & Construction,EQUITY
BBEP,Not Found,Not Found,MUTUALFUND
PART INTEREST,Not Found,Not Found,Not Found
HNZ,Not Found,Not Found,MUTUALFUND
LLTI,Not Found,Not Found,MUTUALFUND
SAPE,Not Found,Not Found,MUTUALFUND
NTRI,Not Found,Not Found,NONE
VCLT,Not Found,Not Found,ETF
WCRX,Not Found,Not Found,MUTUALFUND
MLPN,Not Found,Not Found,ETF
IYG,Not Found,Not Found,ETF
FEZ,Not Found,Not Found,ETF
UIS,Technology,Information Technology Services,EQUITY
GMXRQ,Not Found,Not Found,EQUITY
EP$C,Not Found,Not Found,Not Found
