Ticker,Sector,Industry,YFQuoteType
CEM,Financial Services,Asset Management,EQUITY
ITCI,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
ITUB,Financial Services,Banks - Regional,EQUITY
FVRR,Communication Services,Internet Content & Information,EQUITY
ASXC,Healthcare,Medical Devices,EQUITY
RNGR,Energy,Oil & Gas Equipment & Services,EQUITY
VRM,Consumer Cyclical,Auto & Truck Dealerships,EQUITY
PENN,Consumer Cyclical,Resorts & Casinos,EQUITY
WRK.V,Not Found,Not Found,Not Found
PAGS,Technology,Software - Infrastructure,EQUITY
RXT,Technology,Software - Infrastructure,EQUITY
MTX,Basic Materials,Specialty Chemicals,EQUITY
TRUP,Financial Services,Insurance - Specialty,EQUITY
HBAN,Financial Services,Banks - Regional,EQUITY
XRAY,Healthcare,Medical Instruments & Supplies,EQUITY
BCPC,Basic Materials,Specialty Chemicals,EQUITY
SLVM,Basic Materials,Paper & Paper Products,EQUITY
ORCC,Not Found,Not Found,Not Found
KPLTW,Technology,Software - Infrastructure,EQUITY
OFC,Not Found,Not Found,Not Found
LITE,Technology,Communication Equipment,EQUITY
CONE,Not Found,Not Found,NONE
FSK,Financial Services,Asset Management,EQUITY
FDIS,Not Found,Not Found,ETF
FTEC,Not Found,Not Found,ETF
TDOC,Healthcare,Health Information Services,EQUITY
HIPO,Financial Services,Insurance - Specialty,EQUITY
TNC,Industrials,Specialty Industrial Machinery,EQUITY
FPEI,Not Found,Not Found,ETF
MITK,Technology,Software - Application,EQUITY
UN,Not Found,Not Found,NONE
VAIAF,Technology,Scientific & Technical Instruments,EQUITY
KYOCF,Industrials,Conglomerates,EQUITY
COR,Healthcare,Medical Distribution,EQUITY
FBND,Not Found,Not Found,ETF
MAIN,Financial Services,Asset Management,EQUITY
INDB,Financial Services,Banks - Regional,EQUITY
LZ,Industrials,Specialty Business Services,EQUITY
CAPL,Energy,Oil & Gas Refining & Marketing,EQUITY
EBS,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
HTLD,Industrials,Trucking,EQUITY
SRLN,Not Found,Not Found,ETF
ENBL,Not Found,Not Found,NONE
BEP,Utilities,Utilities - Renewable,EQUITY
MSB,Basic Materials,Steel,EQUITY
APAM,Financial Services,Asset Management,EQUITY
DWAC,Financial Services,Shell Companies,EQUITY
CARDONA,Not Found,Not Found,Not Found
BE,Industrials,Electrical Equipment & Parts,EQUITY
CLNE,Energy,Oil & Gas Refining & Marketing,EQUITY
KPLT,Technology,Software - Infrastructure,EQUITY
FMAT,Not Found,Not Found,ETF
CALX,Technology,Software - Application,EQUITY
DUKH,Not Found,Not Found,ETF
DIAL,Not Found,Not Found,ETF
GLP,Energy,Oil & Gas Midstream,EQUITY
COMM,Technology,Communication Equipment,EQUITY
LRNZ,Not Found,Not Found,ETF
AAL,Industrials,Airlines,EQUITY
GPS,Consumer Cyclical,Apparel Retail,EQUITY
OSW,Consumer Cyclical,Leisure,EQUITY
MDNDF,Consumer Cyclical,Restaurants,EQUITY
ATHM,Communication Services,Internet Content & Information,EQUITY
GCGMF,Not Found,Not Found,NONE
NRDY,Technology,Software - Application,EQUITY
LW,Consumer Defensive,Packaged Foods,EQUITY
GEL,Energy,Oil & Gas Midstream,EQUITY
WWD,Industrials,Aerospace & Defense,EQUITY
WLTW,Not Found,Not Found,NONE
CRSP,Healthcare,Biotechnology,EQUITY
WCLD,Not Found,Not Found,ETF
PEJ,Not Found,Not Found,ETF
RLGY,Not Found,Not Found,NONE
AVYA,Not Found,Not Found,NONE
GDDY,Technology,Software - Infrastructure,EQUITY
AMJ,Not Found,Not Found,ETF
MDY,Not Found,Not Found,ETF
BLDP,Industrials,Specialty Industrial Machinery,EQUITY
PGX,Not Found,Not Found,ETF
PRGS,Technology,Software - Infrastructure,EQUITY
CREE,Not Found,Not Found,NONE
BWA,Consumer Cyclical,Auto Parts,EQUITY
LMRK,Not Found,Not Found,NONE
VSCO,Consumer Cyclical,Apparel Retail,EQUITY
XLRE,Not Found,Not Found,ETF
IBUY,Not Found,Not Found,ETF
NVVE,Consumer Cyclical,Specialty Retail,EQUITY
CHWY,Consumer Cyclical,Internet Retail,EQUITY
WW,Consumer Cyclical,Personal Services,EQUITY
ESGC,Not Found,Not Found,NONE
CNA,Financial Services,Insurance - Property & Casualty,EQUITY
TRV,Financial Services,Insurance - Property & Casualty,EQUITY
VIAC,Not Found,Not Found,NONE
ORAN,Communication Services,Telecom Services,EQUITY
ROLL,Not Found,Not Found,NONE
XPO,Industrials,Trucking,EQUITY
SAM,Consumer Defensive,Beverages - Brewers,EQUITY
RDSA,Not Found,Not Found,NONE
QTS,Not Found,Not Found,NONE
"MONTGOMERY, AL .2, SCHAUMBERG, IL .1",Not Found,Not Found,Not Found
ALXN,Not Found,Not Found,NONE
DTD,Not Found,Not Found,ETF
MTUM,Not Found,Not Found,ETF
NLOK,Not Found,Not Found,NONE
LTD,Not Found,Not Found,MUTUALFUND
AESE,Not Found,Not Found,NONE
FDRXX,Not Found,Not Found,MONEYMARKET
FBALX,Not Found,Not Found,MUTUALFUND
MRIN,Technology,Software - Application,EQUITY
NVCR,Healthcare,Medical Devices,EQUITY
TOTZF,Energy,Oil & Gas Equipment & Services,EQUITY
ETV,Financial Services,Asset Management,EQUITY
HNDL,Not Found,Not Found,ETF
AMZA,Not Found,Not Found,ETF
CDK,Not Found,Not Found,NONE
AQB,Consumer Defensive,Farm Products,EQUITY
RAMP,Technology,Software - Infrastructure,EQUITY
TRIT,Not Found,Not Found,EQUITY
OGN,Healthcare,Drug Manufacturers - General,EQUITY
TNL,Consumer Cyclical,Travel Services,EQUITY
SITE,Industrials,Industrial Distribution,EQUITY
MTDR,Energy,Oil & Gas E&P,EQUITY
BHI,Not Found,Not Found,MUTUALFUND
STOR,Not Found,Not Found,NONE
GME,Consumer Cyclical,Specialty Retail,EQUITY
CCC,Not Found,Not Found,NONE
LEA,Consumer Cyclical,Auto Parts,EQUITY
PLTR,Technology,Software - Infrastructure,EQUITY
AMRC,Industrials,Engineering & Construction,EQUITY
TTEK,Industrials,Engineering & Construction,EQUITY
STAY,Not Found,Not Found,NONE
ALYF,Not Found,Not Found,Not Found
TBBC,Financial Services,Banks - Regional,EQUITY
DOV,Industrials,Specialty Industrial Machinery,EQUITY
CWH,Consumer Cyclical,Auto & Truck Dealerships,EQUITY
VRSN,Technology,Software - Infrastructure,EQUITY
WLK,Basic Materials,Specialty Chemicals,EQUITY
TER,Technology,Semiconductor Equipment & Materials,EQUITY
TCF,Not Found,Not Found,NONE
SF,Financial Services,Capital Markets,EQUITY
ATRC,Healthcare,Medical Instruments & Supplies,EQUITY
JNPR,Technology,Communication Equipment,EQUITY
MANT,Not Found,Not Found,NONE
IPGP,Technology,Semiconductor Equipment & Materials,EQUITY
DOCU,Technology,Software - Application,EQUITY
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY
WSM,Consumer Cyclical,Specialty Retail,EQUITY
DIN,Consumer Cyclical,Restaurants,EQUITY
TPCO,Not Found,Not Found,NONE
FFG,Not Found,Not Found,NONE
BALY,Consumer Cyclical,Resorts & Casinos,EQUITY
SVC,Real Estate,REIT - Hotel & Motel,EQUITY
CHGG,Consumer Defensive,Education & Training Services,EQUITY
CELC,Healthcare,Biotechnology,EQUITY
VVNT,Not Found,Not Found,NONE
BRKS,Not Found,Not Found,NONE
AEIS,Industrials,Electrical Equipment & Parts,EQUITY
TLK,Communication Services,Telecom Services,EQUITY
NIO,Consumer Cyclical,Auto Manufacturers,EQUITY
BOWX,Not Found,Not Found,NONE
FDSWX,Not Found,Not Found,MUTUALFUND
APPAD,Not Found,Not Found,EQUITY
VMC,Basic Materials,Building Materials,EQUITY
FL4.SG,Not Found,Not Found,NONE
LDNXF,Financial Services,Financial Data & Stock Exchanges,EQUITY
KTOS,Industrials,Aerospace & Defense,EQUITY
ICSH,Not Found,Not Found,ETF
HNST,Consumer Defensive,Household & Personal Products,EQUITY
QRTEA,Consumer Cyclical,Internet Retail,EQUITY
HAE,Healthcare,Medical Instruments & Supplies,EQUITY
LL,Consumer Cyclical,Home Improvement Retail,EQUITY
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
TREE,Financial Services,Financial Conglomerates,EQUITY
SABR,Consumer Cyclical,Travel Services,EQUITY
BRP,Financial Services,Insurance Brokers,EQUITY
YTRA,Consumer Cyclical,Travel Services,EQUITY
GSS,Not Found,Not Found,EQUITY
GFN,Not Found,Not Found,NONE
TGNA,Communication Services,Broadcasting,EQUITY
GPRO,Technology,Consumer Electronics,EQUITY
VAR,Not Found,Not Found,NONE
VPU,Not Found,Not Found,ETF
BPMP,Not Found,Not Found,NONE
SU,Energy,Oil & Gas Integrated,EQUITY
RHHBF,Healthcare,Drug Manufacturers - General,EQUITY
GAN,Consumer Cyclical,Gambling,EQUITY
NUAN,Not Found,Not Found,NONE
AMTX,Energy,Oil & Gas Refining & Marketing,EQUITY
VXX,Not Found,Not Found,ETF
ORA,Utilities,Utilities - Renewable,EQUITY
NYT,Communication Services,Publishing,EQUITY
WAB,Industrials,Railroads,EQUITY
CMLTU,Not Found,Not Found,NONE
OMCL,Healthcare,Health Information Services,EQUITY
CENT,Consumer Defensive,Packaged Foods,EQUITY
CWEN,Utilities,Utilities - Renewable,EQUITY
HOFV,Communication Services,Entertainment,EQUITY
ETWO.W,Not Found,Not Found,Not Found
SHAK,Consumer Cyclical,Restaurants,EQUITY
FUND,Financial Services,Asset Management,EQUITY
MCS,Communication Services,Entertainment,EQUITY
CACI,Technology,Information Technology Services,EQUITY
QCRH,Financial Services,Banks - Regional,EQUITY
GTN,Communication Services,Broadcasting,EQUITY
HRTX,Healthcare,Biotechnology,EQUITY
IEX,Industrials,Specialty Industrial Machinery,EQUITY
CNR,Not Found,Not Found,NONE
EBAY,Consumer Cyclical,Internet Retail,EQUITY
QRTEP,Consumer Cyclical,Internet Retail,EQUITY
GDRX,Healthcare,Health Information Services,EQUITY
NASDAQ,Not Found,Not Found,MUTUALFUND
NI,Utilities,Utilities - Regulated Gas,EQUITY
ARMK,Industrials,Specialty Business Services,EQUITY
BJ,Consumer Defensive,Discount Stores,EQUITY
ACST,Healthcare,Biotechnology,EQUITY
CTRM,Industrials,Marine Shipping,EQUITY
RDS.A,Not Found,Not Found,EQUITY
ESTC,Technology,Software - Application,EQUITY
ROG,Technology,Electronic Components,EQUITY
POOL,Industrials,Industrial Distribution,EQUITY
HCRB,Not Found,Not Found,ETF
CMLFU,Not Found,Not Found,NONE
VOX,Not Found,Not Found,ETF
NCLH,Consumer Cyclical,Travel Services,EQUITY
SLAB,Technology,Semiconductors,EQUITY
FIVN,Technology,Software - Infrastructure,EQUITY
PFPT,Not Found,Not Found,NONE
BKR,Energy,Oil & Gas Equipment & Services,EQUITY
AB,Financial Services,Asset Management,EQUITY
OSUR,Healthcare,Medical Instruments & Supplies,EQUITY
VIVO,Not Found,Not Found,NONE
WSC,Industrials,Rental & Leasing Services,EQUITY
GPC,Consumer Cyclical,Specialty Retail,EQUITY
APHA,Not Found,Not Found,NONE
DGNR,Not Found,Not Found,NONE
FUPBY,Basic Materials,Specialty Chemicals,EQUITY
ABEV,Consumer Defensive,Beverages - Brewers,EQUITY
BL,Technology,Software - Application,EQUITY
CNI,Industrials,Railroads,EQUITY
RDS.B,Not Found,Not Found,MUTUALFUND
ERJ,Industrials,Aerospace & Defense,EQUITY
LUKOY,Not Found,Not Found,EQUITY
AL,Industrials,Rental & Leasing Services,EQUITY
SEE,Consumer Cyclical,Packaging & Containers,EQUITY
HRC,Not Found,Not Found,NONE
ST,Technology,Scientific & Technical Instruments,EQUITY
WYND,Not Found,Not Found,NONE
WH,Consumer Cyclical,Lodging,EQUITY
SC,Not Found,Not Found,NONE
OKTA,Technology,Software - Infrastructure,EQUITY
TOL,Consumer Cyclical,Residential Construction,EQUITY
XEC,Not Found,Not Found,NONE
IPWR,Industrials,Electrical Equipment & Parts,EQUITY
ZG,Communication Services,Internet Content & Information,EQUITY
UNVR,Not Found,Not Found,Not Found
OMF,Financial Services,Credit Services,EQUITY
LYB,Basic Materials,Specialty Chemicals,EQUITY
NTAP,Technology,Computer Hardware,EQUITY
SOLO,Consumer Cyclical,Auto Manufacturers,EQUITY
ATH,Not Found,Not Found,NONE
AOSL,Technology,Semiconductors,EQUITY
CLGX,Not Found,Not Found,NONE
CTAA,Not Found,Not Found,Not Found
EHC,Healthcare,Medical Care Facilities,EQUITY
DXC,Technology,Information Technology Services,EQUITY
LYFT,Technology,Software - Application,EQUITY
ACB,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
ARNA,Not Found,Not Found,NONE
EEM,Not Found,Not Found,ETF
FEMS,Not Found,Not Found,ETF
GRUB,Not Found,Not Found,NONE
CRON,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
CGC,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
GGSM,Basic Materials,Other Precious Metals & Mining,EQUITY
AAIGF,Financial Services,Insurance - Life,EQUITY
YETI,Consumer Cyclical,Leisure,EQUITY
MJNA,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
DOMO,Technology,Software - Application,EQUITY
QUMU,Not Found,Not Found,NONE
XCAPX,Not Found,Not Found,MUTUALFUND
HUM,Healthcare,Healthcare Plans,EQUITY
DMTK,Healthcare,Diagnostics & Research,EQUITY
DDD,Technology,Computer Hardware,EQUITY
PPC,Consumer Defensive,Packaged Foods,EQUITY
FSLY,Technology,Software - Application,EQUITY
EVOP,Not Found,Not Found,NONE
LEE,Communication Services,Publishing,EQUITY
LMACU,Not Found,Not Found,NONE
NYMX,Not Found,Not Found,Not Found
JIH,Not Found,Not Found,NONE
DKNG,Consumer Cyclical,Gambling,EQUITY
SJM,Consumer Defensive,Packaged Foods,EQUITY
GBDC,Financial Services,Asset Management,EQUITY
ZOOM,Not Found,Not Found,NONE
DAN,Consumer Cyclical,Auto Parts,EQUITY
JETS,Not Found,Not Found,ETF
SDOG,Not Found,Not Found,ETF
PCPL,Not Found,Not Found,NONE
VIV.V,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
TKC,Communication Services,Telecom Services,EQUITY
NCMGF,Not Found,Not Found,Not Found
PDS,Energy,Oil & Gas Drilling,EQUITY
MLYNF,Financial Services,Banks - Regional,EQUITY
AUY,Not Found,Not Found,NONE
MJDLF,Basic Materials,Other Industrial Metals & Mining,EQUITY
OGFGF,Energy,Oil & Gas Integrated,EQUITY
RODM,Not Found,Not Found,ETF
CEMCF,Not Found,Not Found,Not Found
JGCCF,Industrials,Engineering & Construction,EQUITY
WOLWF,Consumer Defensive,Grocery Stores,EQUITY
TSCDF,Consumer Defensive,Grocery Stores,EQUITY
WAIR,Not Found,Not Found,NONE
AIO,Not Found,Not Found,EQUITY
CIG,Utilities,Utilities - Diversified,EQUITY
FSKR,Not Found,Not Found,NONE
VIV,Communication Services,Telecom Services,EQUITY
FEYE,Not Found,Not Found,NONE
ACGL,Financial Services,Insurance - Diversified,EQUITY
AJRD,Not Found,Not Found,Not Found
TIF,Not Found,Not Found,NONE
LI,Consumer Cyclical,Auto Manufacturers,EQUITY
CHNG,Not Found,Not Found,NONE
CNF,Financial Services,Mortgage Finance,EQUITY
FLIR,Not Found,Not Found,NONE
PCPL.U,Not Found,Not Found,Not Found
QQXT,Not Found,Not Found,ETF
LB,Not Found,Not Found,NONE
ASMB,Healthcare,Biotechnology,EQUITY
SRNE,Not Found,Not Found,NONE
XLF,Not Found,Not Found,ETF
RETA,Not Found,Not Found,Not Found
ARW,Technology,Electronics & Computer Distribution,EQUITY
XLB,Not Found,Not Found,ETF
EDU,Consumer Defensive,Education & Training Services,EQUITY
HII,Industrials,Aerospace & Defense,EQUITY
PSTH,Not Found,Not Found,NONE
FTDR,Consumer Cyclical,Personal Services,EQUITY
HDS,Not Found,Not Found,NONE
ETY,Financial Services,Asset Management,EQUITY
EXPI,Real Estate,Real Estate Services,EQUITY
NBIX,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
CHL,Not Found,Not Found,NONE
NGLS,Not Found,Not Found,MUTUALFUND
CTXS,Not Found,Not Found,NONE
ARNC,Not Found,Not Found,Not Found
VSAT,Technology,Communication Equipment,EQUITY
CATM,Not Found,Not Found,NONE
RAD,Not Found,Not Found,Not Found
SNE,Not Found,Not Found,NONE
PRAH,Not Found,Not Found,NONE
DNKN,Not Found,Not Found,NONE
AIV,Real Estate,REIT - Residential,EQUITY
THR,Industrials,Specialty Industrial Machinery,EQUITY
NVGS,Energy,Oil & Gas Midstream,EQUITY
ZUO,Technology,Software - Infrastructure,EQUITY
BLUE,Healthcare,Biotechnology,EQUITY
GSLC,Not Found,Not Found,ETF
WORK,Not Found,Not Found,NONE
CEQP,Not Found,Not Found,Not Found
NTRP,Consumer Cyclical,Travel Services,EQUITY
ZBRA,Technology,Communication Equipment,EQUITY
LAND,Real Estate,REIT - Specialty,EQUITY
CCMP,Not Found,Not Found,NONE
BGG,Not Found,Not Found,NONE
YEXT,Technology,Software - Infrastructure,EQUITY
WIX,Technology,Software - Infrastructure,EQUITY
GMLP,Not Found,Not Found,NONE
SWN,Energy,Oil & Gas E&P,EQUITY
FVD,Not Found,Not Found,ETF
CTRCF,Not Found,Not Found,Not Found
REGL,Not Found,Not Found,ETF
PASO,Healthcare,Health Information Services,EQUITY
VRTU,Not Found,Not Found,NONE
PAAS,Basic Materials,Gold,EQUITY
PSIX,Industrials,Specialty Industrial Machinery,EQUITY
RBCAA,Financial Services,Banks - Regional,EQUITY
BIP,Utilities,Utilities - Diversified,EQUITY
PTLC,Not Found,Not Found,ETF
ACIW,Technology,Software - Infrastructure,EQUITY
HBI,Consumer Cyclical,Apparel Manufacturing,EQUITY
FISI,Financial Services,Banks - Regional,EQUITY
IPHI,Not Found,Not Found,NONE
FUBO,Communication Services,Broadcasting,EQUITY
OIH,Not Found,Not Found,ETF
SMLP,Energy,Oil & Gas Midstream,EQUITY
DBX,Technology,Software - Infrastructure,EQUITY
ATASY,Not Found,Not Found,NONE
IX,Financial Services,Financial Conglomerates,EQUITY
SDXAY,Industrials,Specialty Business Services,EQUITY
TOT,Not Found,Not Found,NONE
GLPEY,Energy,Oil & Gas Integrated,EQUITY
NTXFY,Not Found,Not Found,NONE
MLCO,Consumer Cyclical,Resorts & Casinos,EQUITY
CSLT,Not Found,Not Found,NONE
ANZBY,Not Found,Not Found,NONE
MITSY,Industrials,Conglomerates,EQUITY
OMVKY,Energy,Oil & Gas Integrated,EQUITY
WBK,Not Found,Not Found,NONE
RYCEY,Industrials,Aerospace & Defense,EQUITY
DLAKY,Industrials,Airlines,EQUITY
ACSAY,Industrials,Engineering & Construction,EQUITY
AER,Industrials,Rental & Leasing Services,EQUITY
EJPRY,Industrials,Railroads,EQUITY
IPXHY,Energy,Oil & Gas E&P,EQUITY
CUK,Consumer Cyclical,Leisure,EQUITY
WOPEY,Not Found,Not Found,NONE
CAJ,Not Found,Not Found,NONE
BASFY,Basic Materials,Chemicals,EQUITY
MRWSY,Not Found,Not Found,NONE
HLPPY,Real Estate,Real Estate Services,EQUITY
CNS,Financial Services,Asset Management,EQUITY
TLSYY,Not Found,Not Found,NONE
TEVA,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
E,Energy,Oil & Gas Integrated,EQUITY
MFGP,Not Found,Not Found,NONE
HLDCY,Real Estate,Real Estate - Diversified,EQUITY
FUJHY,Consumer Cyclical,Auto Manufacturers,EQUITY
KPELY,Industrials,Conglomerates,EQUITY
FINMY,Industrials,Aerospace & Defense,EQUITY
HSNGY,Financial Services,Banks - Regional,EQUITY
AGESY,Financial Services,Insurance - Diversified,EQUITY
POAHY,Consumer Cyclical,Auto Manufacturers,EQUITY
NTOIY,Energy,Oil & Gas Refining & Marketing,EQUITY
VOPKY,Energy,Oil & Gas Midstream,EQUITY
TLSNY,Communication Services,Telecom Services,EQUITY
SSUMY,Industrials,Conglomerates,EQUITY
REPYY,Energy,Oil & Gas Integrated,EQUITY
TS,Energy,Oil & Gas Equipment & Services,EQUITY
MPLN,Healthcare,Health Information Services,EQUITY
HRI,Industrials,Rental & Leasing Services,EQUITY
CVI,Energy,Oil & Gas Refining & Marketing,EQUITY
MMLP,Energy,Oil & Gas Midstream,EQUITY
GLOP,Not Found,Not Found,NONE
BYND,Consumer Defensive,Packaged Foods,EQUITY
AMN,Healthcare,Medical Care Facilities,EQUITY
GWPH,Not Found,Not Found,NONE
VAW,Not Found,Not Found,ETF
BEEM,Technology,Solar,EQUITY
SKX,Consumer Cyclical,Footwear & Accessories,EQUITY
ACM,Industrials,Engineering & Construction,EQUITY
XLNX,Not Found,Not Found,NONE
RCI,Communication Services,Telecom Services,EQUITY
APEN,Not Found,Not Found,NONE
PPBI,Financial Services,Banks - Regional,EQUITY
CSIQ,Technology,Solar,EQUITY
PRLB,Industrials,Metal Fabrication,EQUITY
GWRE,Technology,Software - Application,EQUITY
LGND,Healthcare,Biotechnology,EQUITY
NBLX,Not Found,Not Found,NONE
OLED,Technology,Electronic Components,EQUITY
PRAA,Financial Services,Credit Services,EQUITY
VDC,Not Found,Not Found,ETF
CRY,Not Found,Not Found,NONE
VWO,Not Found,Not Found,ETF
CATY,Financial Services,Banks - Regional,EQUITY
EBSB,Not Found,Not Found,NONE
FLCO,Not Found,Not Found,ETF
GOVT,Not Found,Not Found,ETF
SPTM,Not Found,Not Found,ETF
FLQL,Not Found,Not Found,ETF
VEA,Not Found,Not Found,ETF
FLCB,Not Found,Not Found,ETF
PRA,Financial Services,Insurance - Property & Casualty,EQUITY
ANSS,Technology,Software - Application,EQUITY
NVAX,Healthcare,Biotechnology,EQUITY
AMED,Healthcare,Medical Care Facilities,EQUITY
ROL,Consumer Cyclical,Personal Services,EQUITY
CMLF,Not Found,Not Found,NONE
LII,Industrials,Building Products & Equipment,EQUITY
TECH,Healthcare,Biotechnology,EQUITY
NEOG,Healthcare,Diagnostics & Research,EQUITY
WSTL,Technology,Communication Equipment,EQUITY
VTI,Not Found,Not Found,ETF
USMV,Not Found,Not Found,ETF
IHI,Not Found,Not Found,ETF
BTZ,Financial Services,Asset Management,EQUITY
ESGU,Not Found,Not Found,ETF
DSU,Financial Services,Asset Management,EQUITY
XSOE,Not Found,Not Found,ETF
IEF,Not Found,Not Found,ETF
PUTW,Not Found,Not Found,ETF
VLUE,Not Found,Not Found,ETF
DIV,Not Found,Not Found,ETF
IEFA,Not Found,Not Found,ETF
EVV,Financial Services,Asset Management,EQUITY
YNDX,Communication Services,Internet Content & Information,EQUITY
CDAY,Technology,Software - Application,EQUITY
NBL,Not Found,Not Found,NONE
AMTD,Financial Services,Asset Management,EQUITY
WKHS,Consumer Cyclical,Auto Manufacturers,EQUITY
ETFC,Not Found,Not Found,NONE
BREW,Not Found,Not Found,NONE
PBF,Energy,Oil & Gas Refining & Marketing,EQUITY
WPX,Not Found,Not Found,NONE
LEVI,Consumer Cyclical,Apparel Manufacturing,EQUITY
AVLR,Not Found,Not Found,NONE
PKI,Not Found,Not Found,NONE
SVCBY,Not Found,Not Found,NONE
ATOAX,Not Found,Not Found,MUTUALFUND
RHI,Industrials,Staffing & Employment Services,EQUITY
ENR,Industrials,Electrical Equipment & Parts,EQUITY
CHUY,Consumer Cyclical,Restaurants,EQUITY
DRQ,Energy,Oil & Gas Equipment & Services,EQUITY
POST,Consumer Defensive,Packaged Foods,EQUITY
FHB,Financial Services,Banks - Regional,EQUITY
SNX,Technology,Electronics & Computer Distribution,EQUITY
INO,Healthcare,Biotechnology,EQUITY
BAND,Technology,Software - Infrastructure,EQUITY
TGTX,Healthcare,Biotechnology,EQUITY
USMC,Not Found,Not Found,ETF
ANY,Technology,Software - Application,EQUITY
POWI,Technology,Semiconductors,EQUITY
FTA,Not Found,Not Found,ETF
CCXX,Not Found,Not Found,NONE
BHC,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY
RUSHA,Consumer Cyclical,Auto & Truck Dealerships,EQUITY
MYE,Consumer Cyclical,Packaging & Containers,EQUITY
DOX,Technology,Software - Infrastructure,EQUITY
SKVKY,Not Found,Not Found,NONE
KMPR,Financial Services,Insurance - Property & Casualty,EQUITY
SDY,Not Found,Not Found,ETF
CWB,Not Found,Not Found,ETF
XLV,Not Found,Not Found,ETF
WDC,Technology,Computer Hardware,EQUITY
BGFV,Consumer Cyclical,Specialty Retail,EQUITY
DCP,Not Found,Not Found,NONE
RAND,Financial Services,Asset Management,EQUITY
HFC,Not Found,Not Found,NONE
ZI,Technology,Software - Application,EQUITY
NWE,Utilities,Utilities - Diversified,EQUITY
OSK,Industrials,Farm & Heavy Construction Machinery,EQUITY
WDFC,Basic Materials,Specialty Chemicals,EQUITY
PGNY,Healthcare,Health Information Services,EQUITY
CBRE,Real Estate,Real Estate Services,EQUITY
BECN,Industrials,Industrial Distribution,EQUITY
SPKE,Not Found,Not Found,NONE
SIL,Not Found,Not Found,ETF
SYPR,Consumer Cyclical,Auto Parts,EQUITY
IAC,Communication Services,Internet Content & Information,EQUITY
BIPC,Utilities,Utilities - Regulated Gas,EQUITY
RXN,Not Found,Not Found,NONE
PROF,Healthcare,Medical Devices,EQUITY
HUYA,Communication Services,Entertainment,EQUITY
NKLA,Industrials,Farm & Heavy Construction Machinery,EQUITY
TMUSR,Not Found,Not Found,NONE
MSBHY,Not Found,Not Found,NONE
NMIH,Financial Services,Insurance - Specialty,EQUITY
TCOM,Consumer Cyclical,Travel Services,EQUITY
DUSA,Not Found,Not Found,ETF
GGT,Financial Services,Asset Management,EQUITY
VSLR,Not Found,Not Found,NONE
DLS,Not Found,Not Found,ETF
CXW,Industrials,Security & Protection Services,EQUITY
SFST,Financial Services,Banks - Regional,EQUITY
BAM,Financial Services,Asset Management,EQUITY
WK,Technology,Software - Application,EQUITY
LTHM,Not Found,Not Found,Not Found
BLFSD,Not Found,Not Found,NONE
LEN.B,Not Found,Not Found,MUTUALFUND
LEN,Consumer Cyclical,Residential Construction,EQUITY
KIDS,Healthcare,Medical Devices,EQUITY
BDC,Technology,Communication Equipment,EQUITY
STWD,Real Estate,REIT - Mortgage,EQUITY
TFFP,Healthcare,Biotechnology,EQUITY
INFR,Not Found,Not Found,ETF
VV,Not Found,Not Found,ETF
ISD,Financial Services,Asset Management,EQUITY
EFV,Not Found,Not Found,ETF
REYN,Consumer Cyclical,Packaging & Containers,EQUITY
NVIGF,Not Found,Not Found,Not Found
BDN,Real Estate,REIT - Office,EQUITY
SKYY,Not Found,Not Found,ETF
PRJAX,Not Found,Not Found,MUTUALFUND
SPSC,Technology,Software - Infrastructure,EQUITY
ETP,Not Found,Not Found,MUTUALFUND
ITOT,Not Found,Not Found,ETF
PSNL,Healthcare,Diagnostics & Research,EQUITY
AGN,Not Found,Not Found,NONE
FLS,Industrials,Specialty Industrial Machinery,EQUITY
IVZ,Financial Services,Asset Management,EQUITY
ADS,Not Found,Not Found,NONE
FLXN,Not Found,Not Found,NONE
EVH,Healthcare,Health Information Services,EQUITY
FNMA,Financial Services,Mortgage Finance,EQUITY
CMD,Not Found,Not Found,NONE
MORN,Financial Services,Financial Data & Stock Exchanges,EQUITY
IBKR,Financial Services,Capital Markets,EQUITY
BRY,Energy,Oil & Gas E&P,EQUITY
SERV,Not Found,Not Found,NONE
BIF,Not Found,Not Found,NONE
CTECBX,Not Found,Not Found,MUTUALFUND
ONTO,Technology,Semiconductor Equipment & Materials,EQUITY
HCSG,Healthcare,Medical Care Facilities,EQUITY
HRB,Consumer Cyclical,Personal Services,EQUITY
AYI,Industrials,Electrical Equipment & Parts,EQUITY
NWSA,Communication Services,Entertainment,EQUITY
